,proponente,nota_de_credito,programa,mes,valor_faturado,valor_economizado,valor_utilizado,saldo_no_periodo,relatorio,prop_pk1,prop_pk2
141,JUNIOR LOURENCO,65/2021,WifiBrasil,2021-02-01,20000.0,386.2543383678326,20000.0,18483.71361297446,0.0,JOSE LOURENCO BOMFIM JUNIOR,DEP. JOSE LOURENCO BOMFIM JUNIOR
142,LEO DE BRITO,66/2021,WifiBrasil,2021-02-01,10000.0,1069.5441734357096,10000.0,96561.99187523004,0.0,LEONARDO CUNHA DE BRITO,DEP. LEONARDO CUNHA DE BRITO
143,LUCIANO BIVAR,67/2021,WifiBrasil,2021-02-01,10000.0,1623.0867765469072,10000.0,151713.15237928455,0.0,LUCIANO CALDAS BIVAR,DEP. LUCIANO CALDAS BIVAR
144,LUIS TIBE,68/2021,WifiBrasil,2021-02-01,50000.0,842.4630245814258,50000.0,33937.19512513802,0.0,LUIS HENRIQUE DE OLIVEIRA RESENDE,DEP. LUIS HENRIQUE DE OLIVEIRA RESENDE
145,MARA ROCHA,69/2021,WifiBrasil,2021-02-01,20000.0,440.9899835414257,20000.0,23937.195125138023,0.0,CYLMARA FERNANDES DA ROCHA GRIPP,DEP. CYLMARA FERNANDES DA ROCHA GRIPP
146,MARX BELTRAO,70/2021,WifiBrasil,2021-02-01,10000.0,1522.7185162869073,10000.0,141713.15237928455,0.0,MARX BELTRAO LIMA SIQUEIRA,DEP. MARX BELTRAO LIMA SIQUEIRA
147,PERPETUA ALMEIDA,71/2021,WifiBrasil,2021-02-01,50000.0,842.4630245814258,50000.0,33937.19512513802,0.0,MARIA PERPETUA DE ALMEIDA,DEP. MARIA PERPETUA DE ALMEIDA
148,SERGIO PETECAO,72/2021,WifiBrasil,2021-02-01,20000.0,1454.746512132858,20000.0,124940.89150936707,0.0,SERGIO PETECAO,SEN. SERGIO PETECAO
149,ULDURICO JUNIOR,73/2021,WifiBrasil,2021-02-01,20000.0,1143.700339780654,20000.0,93950.39993897907,0.0,ULDURICO ALENCAR PINTO,DEP. ULDURICO ALENCAR PINTO
150,SORAYA THRONICKE,74/2021,WifiBrasil,2021-02-01,10000.0,1329.0856232092583,10000.0,122420.90873811248,0.0,SORAYA THRONICKE,SEN. SORAYA THRONICKE
151,MCOM,75/2021,WifiBrasil,2021-02-01,10000.0,1069.5441734357096,10000.0,96561.99187523004,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
152,JUNIO AMARAL,76/2021,WifiBrasil,2021-02-01,50000.0,4868.248881853257,50000.0,435038.683468484,0.0,GERALDO JUNIO DO AMARAL,DEP. GERALDO JUNIO DO AMARAL
153,LEUR LOMANTO,77/2021,WifiBrasil,2021-02-01,20000.0,842.4630245814258,20000.0,63937.19512513802,0.0,LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,DEP. LEUR ANTONIO DE BRITTO LOMANTO JUNIOR
154,BANCADA-AL,01/2021,GESAC,2021-03-01,10000.0,16327.564632699687,10000.0,1609626.8014248305,0.0,BANCADA-AL,BANCADA-AL
155,BANCADA-AL,02/2021,GESAC,2021-03-01,50000.0,4331.678508978119,50000.0,379684.57122174604,0.0,BANCADA-AL,BANCADA-AL
156,BANCADA-AL,03/2021,GESAC,2021-03-01,20000.0,52809.40626370921,20000.0,5218474.425067611,0.0,BANCADA-AL,BANCADA-AL
157,BANCADA-MG,04/2021,GESAC,2021-03-01,20000.0,135006.3849295975,20000.0,13372074.34264488,0.0,BANCADA-MG,BANCADA-MG
158,BANCADA-SP,05/2021,GESAC,2021-03-01,10000.0,10185.19464674115,10000.0,1000329.1335042845,0.0,BANCADA-SP,BANCADA-SP
159,BANCADA-ES,06/2021,GESAC,2021-03-01,10000.0,9629.774453640202,10000.0,945233.7502652404,0.0,BANCADA-ES,BANCADA-ES
160,BANCADA-ES,07/2021,GESAC,2021-03-01,50000.0,22255.200044490633,50000.0,2157623.6887734933,0.0,BANCADA-ES,BANCADA-ES
161,BANCADA-ES,08/2021,GESAC,2021-03-01,20000.0,27316.99626646897,20000.0,2689732.913810536,0.0,BANCADA-ES,BANCADA-ES
162,BANCADA-MA,09/2021,GESAC,2021-03-01,10000.0,7334.560449411155,10000.0,717558.025202726,0.0,BANCADA-MA,BANCADA-MA
163,BANCADA-PA,10/2021,GESAC,2021-03-01,50000.0,0.0,0.0,0.0,0.0,BANCADA-PA,BANCADA-PA
164,BANCADA-PA,11/2021,GESAC,2021-03-01,20000.0,3425.327688201069,20000.0,319778.32287139515,0.0,BANCADA-PA,BANCADA-PA
165,JUNIO AMARAL,12/2021,GESAC,2021-03-01,20000.0,1402.1352923402742,20000.0,119086.01495595239,0.0,GERALDO JUNIO DO AMARAL,DEP. GERALDO JUNIO DO AMARAL
166,CELSO SABINO,13/2021,GESAC,2021-03-01,10000.0,687.2989213393108,10000.0,58177.20698910301,0.0,CELSO SABINO DE OLIVEIRA,DEP. CELSO SABINO DE OLIVEIRA
167,CORONEL CHRISOSTOMO,14/2021,GESAC,2021-03-01,10000.0,805.4339769063102,10000.0,69895.71532077008,0.0,JOAO CHRISOSTOMO DE MOURA,DEP. JOAO CHRISOSTOMO DE MOURA
168,DIMAS FABIANO,15/2021,GESAC,2021-03-01,50000.0,0.0,0.0,0.0,0.0,DIMAS FABIANO TOLEDO JUNIOR,DEP. DIMAS FABIANO TOLEDO JUNIOR
169,EDNA HENRIQUE,16/2021,GESAC,2021-03-01,20000.0,1513.128608616308,20000.0,130096.09232288934,0.0,EDNACE ALVES SILVESTRE HENRIQUE,DEP. EDNACE ALVES SILVESTRE HENRIQUE
170,ELIAS VAZ,17/2021,GESAC,2021-03-01,10000.0,3770.630649432749,10000.0,364030.9467747872,0.0,ELIAS VAZ DE ANDRADE,DEP. ELIAS VAZ DE ANDRADE
171,EXPEDITO NETTO,18/2021,GESAC,2021-03-01,50000.0,2259.9169027413604,50000.0,174174.3987552477,0.0,EXPEDITO GONCALVES FERREIRA NETTO,DEP. EXPEDITO GONCALVES FERREIRA NETTO
172,FABIO REIS,19/2021,GESAC,2021-03-01,20000.0,0.0,0.0,0.0,0.0,FABIO DE ALMEIDA REIS,DEP. FABIO DE ALMEIDA REIS
173,FLAVIA ARRUDA,20/2021,GESAC,2021-03-01,0.0,8370.309674969507,0.0,830300.0594868646,0.0,FLAVIA CAROLINA PERES,DEP. FLAVIA CAROLINA PERES
174,FLAVIANO MELO,21/2021,GESAC,2021-03-01,10000.0,0.0,0.0,0.0,0.0,FLAVIANO FLAVIO BAPTISTA DE MELO,DEP. FLAVIANO FLAVIO BAPTISTA DE MELO
175,FLAVIANO MELO,22/2021,GESAC,2021-03-01,50000.0,4817.3672179961095,50000.0,427862.8799879871,0.0,FLAVIANO FLAVIO BAPTISTA DE MELO,DEP. FLAVIANO FLAVIO BAPTISTA DE MELO
176,GENERAL GIRAO,23/2021,GESAC,2021-03-01,20000.0,0.0,0.0,0.0,0.0,ELIESER GIRAO MONTEIRO FILHO,DEP. ELIESER GIRAO MONTEIRO FILHO
177,JOAO ROMA,24/2021,GESAC,2021-03-01,10000.0,129.996066509654,10000.0,2895.071502407387,0.0,JOAO INACIO RIBEIRO ROMA NETO,DEP. JOAO INACIO RIBEIRO ROMA NETO
178,JOENIA WAPICHANA,25/2021,GESAC,2021-03-01,100000.0,0.0,0.0,0.0,0.0,JOENIA BATISTA DE CARVALHO,DEP. JOENIA BATISTA DE CARVALHO
179,JOSE NUNES,26/2021,GESAC,2021-03-01,50000.0,1502.9459520449411,50000.0,99086.01495595239,0.0,JOSE NUNES SOARES,DEP. JOSE NUNES SOARES
180,JOSIVALDO JP,27/2021,GESAC,2021-03-01,20000.0,0.0,0.0,0.0,0.0,JOSIVALDO DOS SANTOS MELO,DEP. JOSIVALDO DOS SANTOS MELO
181,JUNIOR LOURENCO,28/2021,GESAC,2021-03-01,10000.0,2908.15255889357,10000.0,278476.691593254,0.0,JOSE LOURENCO BOMFIM JUNIOR,DEP. JOSE LOURENCO BOMFIM JUNIOR
182,LEO DE BRITO,29/2021,GESAC,2021-03-01,50000.0,3672.867707755087,50000.0,314333.26778289623,0.0,LEONARDO CUNHA DE BRITO,DEP. LEONARDO CUNHA DE BRITO
183,LEUR LOMANTO,30/2021,GESAC,2021-03-01,20000.0,370.66504036346356,20000.0,16768.437132477542,0.0,LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,DEP. LEUR ANTONIO DE BRITTO LOMANTO JUNIOR
184,LUCIANO BIVAR,31/2021,GESAC,2021-03-01,10000.0,0.0,0.0,0.0,0.0,LUCIANO CALDAS BIVAR,DEP. LUCIANO CALDAS BIVAR
185,LUIS TIBE,32/2021,GESAC,2021-03-01,50000.0,1502.9459520449411,50000.0,99086.01495595239,0.0,LUIS HENRIQUE DE OLIVEIRA RESENDE,DEP. LUIS HENRIQUE DE OLIVEIRA RESENDE
186,MARA ROCHA,33/2021,GESAC,2021-03-01,20000.0,3855.9114164836033,20000.0,362490.445730621,0.0,CYLMARA FERNANDES DA ROCHA GRIPP,DEP. CYLMARA FERNANDES DA ROCHA GRIPP
187,MARX BELTRAO,34/2021,GESAC,2021-03-01,10000.0,1502.9459520449411,10000.0,139086.01495595239,0.0,MARX BELTRAO LIMA SIQUEIRA,DEP. MARX BELTRAO LIMA SIQUEIRA
188,MINISTERIO DAS COMUNICACOES,35/2021,GESAC,2021-03-01,50000.0,151493.6445526313,50000.0,14977542.225836456,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
189,MINISTERIO DAS COMUNICACOES,36/2021,GESAC,2021-03-01,20000.0,36948.77347697303,20000.0,3645165.329263538,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
190,MINISTERIO DAS COMUNICACOES,37/2021,GESAC,2021-03-01,10000.0,101120.89109573608,10000.0,10020773.66936968,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
191,MINISTERIO DA EDUCACAO,38/2021,GESAC,2021-03-01,50000.0,171409.72194984675,50000.0,16953134.633976746,0.0,MINISTERIO DA EDUCACAO,MINISTERIO DA EDUCACAO
192,MINISTERIO DA EDUCACAO,39/2021,GESAC,2021-03-01,20000.0,32240.20453455878,20000.0,3178094.787694979,0.0,MINISTERIO DA EDUCACAO,MINISTERIO DA EDUCACAO
193,MINISTERIO DA JUSTICA,40/2021,GESAC,2021-03-01,10000.0,5768.771360815952,10000.0,562238.2313255399,0.0,MINISTERIO DA JUSTICA,MINISTERIO DA JUSTICA
194,MINISTERIO DO MEIO AMBIENTE,41/2021,GESAC,2021-03-01,10000.0,795.2583992793482,10000.0,68886.34015580516,0.0,MINISTERIO DO MEIO AMBIENTE,MINISTERIO DO MEIO AMBIENTE
195,PERPETUA ALMEIDA,42/2021,GESAC,2021-03-01,50000.0,3610.7558623178843,50000.0,308172.02991190477,0.0,MARIA PERPETUA DE ALMEIDA,DEP. MARIA PERPETUA DE ALMEIDA
196,POLICIA RODOVIARIA FEDERAL RO,43/2021,GESAC,2021-03-01,20000.0,0.0,0.0,0.0,0.0,POLICIA RODOVIARIA FEDERAL-RO,POLICIA RODOVIARIA FEDERAL-RO
197,CONFUCIO MOURA,44/2021,GESAC,2021-03-01,10000.0,0.0,0.0,0.0,0.0,CONFUCIO AIRES MOURA,SEN. CONFUCIO AIRES MOURA
198,SERGIO PETECAO,45/2021,GESAC,2021-03-01,50000.0,1893.80796860089,50000.0,137857.90849389875,0.0,SERGIO PETECAO,SEN. SERGIO PETECAO
199,SORAYA THRONICKE,46/2021,GESAC,2021-03-01,20000.0,3109.773878302904,20000.0,288476.691593254,0.0,SORAYA THRONICKE,SEN. SORAYA THRONICKE
200,ULDURICO JUNIOR,47/2021,GESAC,2021-03-01,20000.0,2944.8195611430306,20000.0,272113.90638352314,0.0,ULDURICO ALENCAR PINTO,DEP. ULDURICO ALENCAR PINTO
201,BANCADA-AL,48/2021,WifiBrasil,2021-03-01,10000.0,5182.948598344389,10000.0,504127.0390976765,0.0,BANCADA-AL,BANCADA-AL
202,BANCADA-AL,49/2021,WifiBrasil,2021-03-01,10000.0,5787.812556572391,10000.0,564127.0390976765,0.0,BANCADA-AL,BANCADA-AL
203,BANCADA-AL,50/2021,WifiBrasil,2021-03-01,50000.0,1580.343580579869,50000.0,106763.5392139694,0.0,BANCADA-AL,BANCADA-AL
204,BANCADA-MG,51/2021,WifiBrasil,2021-03-01,20000.0,1588.3528462451359,20000.0,137558.025202726,0.0,BANCADA-MG,BANCADA-MG
205,BANCADA-SP,52/2021,WifiBrasil,2021-03-01,10000.0,47405.227887351066,10000.0,4692402.308072234,0.0,BANCADA-SP,BANCADA-SP
206,BANCADA-ES,53/2021,WifiBrasil,2021-03-01,50000.0,6777.36548182596,50000.0,622286.5916839351,0.0,BANCADA-ES,BANCADA-ES
207,BANCADA-ES,54/2021,WifiBrasil,2021-03-01,20000.0,7368.15613715226,20000.0,710890.5783116459,0.0,BANCADA-ES,BANCADA-ES
208,BANCADA-PA,55/2021,WifiBrasil,2021-03-01,20000.0,7849.32492930093,20000.0,758620.5300407878,0.0,BANCADA-PA,BANCADA-PA
209,BANCADA-PA,56/2021,WifiBrasil,2021-03-01,10000.0,1571.176830017504,10000.0,145854.2355164021,0.0,BANCADA-PA,BANCADA-PA
210,CORONEL CHRISOSTOMO,57/2021,WifiBrasil,2021-03-01,10000.0,2576.401607798437,10000.0,245568.37097844755,0.0,JOAO CHRISOSTOMO DE MOURA,DEP. JOAO CHRISOSTOMO DE MOURA
211,DIMAS FABIANO,58/2021,WifiBrasil,2021-03-01,50000.0,0.0,0.0,0.0,0.0,DIMAS FABIANO TOLEDO JUNIOR,DEP. DIMAS FABIANO TOLEDO JUNIOR
212,EDNA HENRIQUE,59/2021,WifiBrasil,2021-03-01,20000.0,644.5550820231183,20000.0,43937.19512513802,0.0,EDNACE ALVES SILVESTRE HENRIQUE,DEP. EDNACE ALVES SILVESTRE HENRIQUE
213,FABIO REIS,60/2021,WifiBrasil,2021-03-01,10000.0,331.9404463377505,10000.0,22927.117758201057,0.0,FABIO DE ALMEIDA REIS,DEP. FABIO DE ALMEIDA REIS
214,FLAVIA ARRUDA,61/2021,WifiBrasil,2021-03-01,50000.0,0.0,0.0,0.0,0.0,FLAVIA CAROLINA PERES,DEP. FLAVIA CAROLINA PERES
215,GENERAL GIRAO,62/2021,WifiBrasil,2021-03-01,20000.0,3450.3250043238327,20000.0,322257.95312041795,0.0,ELIESER GIRAO MONTEIRO FILHO,DEP. ELIESER GIRAO MONTEIRO FILHO
216,JOSE NUNES,63/2021,WifiBrasil,2021-03-01,20000.0,342.12310290911734,20000.0,13937.195125138023,0.0,JOSE NUNES SOARES,DEP. JOSE NUNES SOARES
217,JOSIVALDO JP,64/2021,WifiBrasil,2021-03-01,10000.0,241.31244320445032,10000.0,13937.195125138023,0.0,JOSIVALDO DOS SANTOS MELO,DEP. JOSIVALDO DOS SANTOS MELO
218,JUNIOR LOURENCO,65/2021,WifiBrasil,2021-03-01,10000.0,186.33553631160893,10000.0,8483.713612974461,0.0,JOSE LOURENCO BOMFIM JUNIOR,DEP. JOSE LOURENCO BOMFIM JUNIOR
219,LEO DE BRITO,66/2021,WifiBrasil,2021-03-01,50000.0,973.4478103338636,50000.0,46561.991875230044,0.0,LEONARDO CUNHA DE BRITO,DEP. LEONARDO CUNHA DE BRITO
220,LUCIANO BIVAR,67/2021,WifiBrasil,2021-03-01,20000.0,1529.4302977230345,20000.0,131713.15237928455,0.0,LUCIANO CALDAS BIVAR,DEP. LUCIANO CALDAS BIVAR
221,LUIS TIBE,68/2021,WifiBrasil,2021-03-01,10000.0,342.12310290911734,10000.0,23937.195125138023,0.0,LUIS HENRIQUE DE OLIVEIRA RESENDE,DEP. LUIS HENRIQUE DE OLIVEIRA RESENDE
222,MARA ROCHA,69/2021,WifiBrasil,2021-03-01,50000.0,241.31244320445032,23937.195125138023,0.0,0.0,CYLMARA FERNANDES DA ROCHA GRIPP,DEP. CYLMARA FERNANDES DA ROCHA GRIPP
223,MARX BELTRAO,70/2021,WifiBrasil,2021-03-01,20000.0,1428.6196380183676,20000.0,121713.15237928455,0.0,MARX BELTRAO LIMA SIQUEIRA,DEP. MARX BELTRAO LIMA SIQUEIRA
224,PERPETUA ALMEIDA,71/2021,WifiBrasil,2021-03-01,0.0,342.12310290911734,0.0,33937.19512513802,0.0,MARIA PERPETUA DE ALMEIDA,DEP. MARIA PERPETUA DE ALMEIDA
225,SERGIO PETECAO,72/2021,WifiBrasil,2021-03-01,0.0,1259.5373697148523,0.0,124940.89150936707,0.0,SERGIO PETECAO,SEN. SERGIO PETECAO
226,ULDURICO JUNIOR,73/2021,WifiBrasil,2021-03-01,0.0,947.1201797365786,0.0,93950.39993897907,0.0,ULDURICO ALENCAR PINTO,DEP. ULDURICO ALENCAR PINTO
227,SORAYA THRONICKE,74/2021,WifiBrasil,2021-03-01,0.0,1234.1332571533953,0.0,122420.90873811248,0.0,SORAYA THRONICKE,SEN. SORAYA THRONICKE
228,MCOM,75/2021,WifiBrasil,2021-03-01,0.0,973.4478103338636,0.0,96561.99187523004,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
229,JUNIO AMARAL,76/2021,WifiBrasil,2021-03-01,0.0,4385.653667750768,0.0,435038.683468484,0.0,GERALDO JUNIO DO AMARAL,DEP. GERALDO JUNIO DO AMARAL
230,LEUR LOMANTO,77/2021,WifiBrasil,2021-03-01,0.0,644.5550820231183,0.0,63937.19512513802,0.0,LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,DEP. LEUR ANTONIO DE BRITTO LOMANTO JUNIOR
231,BANCADA-AL,01/2021,GESAC,2021-04-01,100000.0,16208.898335969086,100000.0,1509626.8014248305,0.0,BANCADA-AL,BANCADA-AL
232,BANCADA-AL,02/2021,GESAC,2021-04-01,0.0,3823.413358439099,0.0,379684.57122174604,0.0,BANCADA-AL,BANCADA-AL
233,BANCADA-AL,03/2021,GESAC,2021-04-01,0.0,52549.896255393454,0.0,5218474.425067611,0.0,BANCADA-AL,BANCADA-AL
234,BANCADA-MG,04/2021,GESAC,2021-04-01,0.0,134656.42679973328,0.0,13372074.34264488,0.0,BANCADA-MG,BANCADA-MG
235,BANCADA-SP,05/2021,GESAC,2021-04-01,0.0,10073.287306800725,0.0,1000329.1335042845,0.0,BANCADA-SP,BANCADA-SP
236,BANCADA-ES,06/2021,GESAC,2021-04-01,0.0,9518.478288391978,0.0,945233.7502652404,0.0,BANCADA-ES,BANCADA-ES
237,BANCADA-ES,07/2021,GESAC,2021-04-01,0.0,21727.212163496883,0.0,2157623.6887734933,0.0,BANCADA-ES,BANCADA-ES
238,BANCADA-ES,08/2021,GESAC,2021-04-01,0.0,27085.53766144586,0.0,2689732.913810536,0.0,BANCADA-ES,BANCADA-ES
239,BANCADA-MA,09/2021,GESAC,2021-04-01,0.0,7225.789897617388,0.0,717558.025202726,0.0,BANCADA-MA,BANCADA-MA
240,BANCADA-PA,10/2021,GESAC,2021-04-01,0.0,0.0,0.0,0.0,0.0,BANCADA-PA,BANCADA-PA
241,BANCADA-PA,11/2021,GESAC,2021-04-01,0.0,3220.1590585351596,0.0,319778.32287139515,0.0,BANCADA-PA,BANCADA-PA
242,JUNIO AMARAL,12/2021,GESAC,2021-04-01,0.0,1199.1929482958906,0.0,119086.01495595239,0.0,GERALDO JUNIO DO AMARAL,DEP. GERALDO JUNIO DO AMARAL
243,CELSO SABINO,13/2021,GESAC,2021-04-01,0.0,585.8429001817527,0.0,58177.20698910301,0.0,CELSO SABINO DE OLIVEIRA,DEP. CELSO SABINO DE OLIVEIRA
244,CORONEL CHRISOSTOMO,14/2021,GESAC,2021-04-01,0.0,703.8479619942555,0.0,69895.71532077008,0.0,JOAO CHRISOSTOMO DE MOURA,DEP. JOAO CHRISOSTOMO DE MOURA
245,DIMAS FABIANO,15/2021,GESAC,2021-04-01,0.0,0.0,0.0,0.0,0.0,DIMAS FABIANO TOLEDO JUNIOR,DEP. DIMAS FABIANO TOLEDO JUNIOR
246,EDNA HENRIQUE,16/2021,GESAC,2021-04-01,0.0,1310.064129462769,0.0,130096.09232288934,0.0,EDNACE ALVES SILVESTRE HENRIQUE,DEP. EDNACE ALVES SILVESTRE HENRIQUE
247,ELIAS VAZ,17/2021,GESAC,2021-04-01,0.0,3665.781783824662,0.0,364030.9467747872,0.0,ELIAS VAZ DE ANDRADE,DEP. ELIAS VAZ DE ANDRADE
248,EXPEDITO NETTO,18/2021,GESAC,2021-04-01,0.0,1753.9314825357628,0.0,174174.3987552477,0.0,EXPEDITO GONCALVES FERREIRA NETTO,DEP. EXPEDITO GONCALVES FERREIRA NETTO
249,FABIO REIS,19/2021,GESAC,2021-04-01,0.0,0.0,0.0,0.0,0.0,FABIO DE ALMEIDA REIS,DEP. FABIO DE ALMEIDA REIS
250,FLAVIA ARRUDA,20/2021,GESAC,2021-04-01,0.0,8361.099132207866,0.0,830300.0594868646,0.0,FLAVIA CAROLINA PERES,DEP. FLAVIA CAROLINA PERES
251,FLAVIANO MELO,21/2021,GESAC,2021-04-01,0.0,0.0,0.0,0.0,0.0,FLAVIANO FLAVIO BAPTISTA DE MELO,DEP. FLAVIANO FLAVIO BAPTISTA DE MELO
252,FLAVIANO MELO,22/2021,GESAC,2021-04-01,0.0,4308.567624073635,0.0,427862.8799879871,0.0,FLAVIANO FLAVIO BAPTISTA DE MELO,DEP. FLAVIANO FLAVIO BAPTISTA DE MELO
253,GENERAL GIRAO,23/2021,GESAC,2021-04-01,0.0,0.0,0.0,0.0,0.0,ELIESER GIRAO MONTEIRO FILHO,DEP. ELIESER GIRAO MONTEIRO FILHO
254,JOAO ROMA,24/2021,GESAC,2021-04-01,0.0,29.15329169242468,0.0,2895.071502407387,0.0,JOAO INACIO RIBEIRO ROMA NETO,DEP. JOAO INACIO RIBEIRO ROMA NETO
255,JOENIA WAPICHANA,25/2021,GESAC,2021-04-01,0.0,0.0,0.0,0.0,0.0,JOENIA BATISTA DE CARVALHO,DEP. JOENIA BATISTA DE CARVALHO
256,JOSE NUNES,26/2021,GESAC,2021-04-01,0.0,997.7934894695206,0.0,99086.01495595239,0.0,JOSE NUNES SOARES,DEP. JOSE NUNES SOARES
257,JOSIVALDO JP,27/2021,GESAC,2021-04-01,0.0,0.0,0.0,0.0,0.0,JOSIVALDO DOS SANTOS MELO,DEP. JOSIVALDO DOS SANTOS MELO
258,JUNIOR LOURENCO,28/2021,GESAC,2021-04-01,0.0,2804.2527491319643,0.0,278476.691593254,0.0,JOSE LOURENCO BOMFIM JUNIOR,DEP. JOSE LOURENCO BOMFIM JUNIOR
259,LEO DE BRITO,29/2021,GESAC,2021-04-01,0.0,3165.327501129987,0.0,314333.26778289623,0.0,LEONARDO CUNHA DE BRITO,DEP. LEONARDO CUNHA DE BRITO
260,LEUR LOMANTO,30/2021,GESAC,2021-04-01,0.0,168.85770819224922,0.0,16768.437132477542,0.0,LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,DEP. LEUR ANTONIO DE BRITTO LOMANTO JUNIOR
261,LUCIANO BIVAR,31/2021,GESAC,2021-04-01,0.0,0.0,0.0,0.0,0.0,LUCIANO CALDAS BIVAR,DEP. LUCIANO CALDAS BIVAR
262,LUIS TIBE,32/2021,GESAC,2021-04-01,0.0,997.7934894695206,0.0,99086.01495595239,0.0,LUIS HENRIQUE DE OLIVEIRA RESENDE,DEP. LUIS HENRIQUE DE OLIVEIRA RESENDE
263,MARA ROCHA,33/2021,GESAC,2021-04-01,0.0,3650.2689799938353,0.0,362490.445730621,0.0,CYLMARA FERNANDES DA ROCHA GRIPP,DEP. CYLMARA FERNANDES DA ROCHA GRIPP
264,MARX BELTRAO,34/2021,GESAC,2021-04-01,0.0,1400.5924071222605,0.0,139086.01495595239,0.0,MARX BELTRAO LIMA SIQUEIRA,DEP. MARX BELTRAO LIMA SIQUEIRA
265,MINISTERIO DAS COMUNICACOES,35/2021,GESAC,2021-04-01,0.0,150823.44494162835,0.0,14977542.225836456,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
266,MINISTERIO DAS COMUNICACOES,36/2021,GESAC,2021-04-01,0.0,36706.71623231617,0.0,3645165.329263538,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
267,MINISTERIO DAS COMUNICACOES,37/2021,GESAC,2021-04-01,0.0,100908.91970162957,0.0,10020773.66936968,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
268,MINISTERIO DA EDUCACAO,38/2021,GESAC,2021-04-01,0.0,170717.60703467534,0.0,16953134.633976746,0.0,MINISTERIO DA EDUCACAO,MINISTERIO DA EDUCACAO
269,MINISTERIO DA EDUCACAO,39/2021,GESAC,2021-04-01,0.0,32003.3285170338,0.0,3178094.787694979,0.0,MINISTERIO DA EDUCACAO,MINISTERIO DA EDUCACAO
270,MINISTERIO DA JUSTICA,40/2021,GESAC,2021-04-01,0.0,5661.723776022957,0.0,562238.2313255399,0.0,MINISTERIO DA JUSTICA,MINISTERIO DA JUSTICA
271,MINISTERIO DO MEIO AMBIENTE,41/2021,GESAC,2021-04-01,0.0,693.6835813954199,0.0,68886.34015580516,0.0,MINISTERIO DO MEIO AMBIENTE,MINISTERIO DO MEIO AMBIENTE
272,PERPETUA ALMEIDA,42/2021,GESAC,2021-04-01,0.0,3103.284002484076,0.0,308172.02991190477,0.0,MARIA PERPETUA DE ALMEIDA,DEP. MARIA PERPETUA DE ALMEIDA
273,POLICIA RODOVIARIA FEDERAL RO,43/2021,GESAC,2021-04-01,0.0,0.0,0.0,0.0,0.0,POLICIA RODOVIARIA FEDERAL-RO,POLICIA RODOVIARIA FEDERAL-RO
274,CONFUCIO MOURA,44/2021,GESAC,2021-04-01,0.0,0.0,0.0,0.0,0.0,CONFUCIO AIRES MOURA,SEN. CONFUCIO AIRES MOURA
275,SERGIO PETECAO,45/2021,GESAC,2021-04-01,0.0,1388.225408280322,0.0,137857.90849389875,0.0,SERGIO PETECAO,SEN. SERGIO PETECAO
276,SORAYA THRONICKE,46/2021,GESAC,2021-04-01,0.0,2904.9524785451495,0.0,288476.691593254,0.0,SORAYA THRONICKE,SEN. SORAYA THRONICKE
277,ULDURICO JUNIOR,47/2021,GESAC,2021-04-01,0.0,2740.179674238553,0.0,272113.90638352314,0.0,ULDURICO ALENCAR PINTO,DEP. ULDURICO ALENCAR PINTO
278,BANCADA-AL,48/2021,WifiBrasil,2021-04-01,0.0,5076.545642700616,0.0,504127.0390976765,0.0,BANCADA-AL,BANCADA-AL
279,BANCADA-AL,49/2021,WifiBrasil,2021-04-01,0.0,5680.744019179725,0.0,564127.0390976765,0.0,BANCADA-AL,BANCADA-AL
280,BANCADA-AL,50/2021,WifiBrasil,2021-04-01,0.0,1075.1059510040684,0.0,106763.5392139694,0.0,BANCADA-AL,BANCADA-AL
281,BANCADA-MG,51/2021,WifiBrasil,2021-04-01,0.0,1385.205591652659,0.0,137558.025202726,0.0,BANCADA-MG,BANCADA-MG
282,BANCADA-SP,52/2021,WifiBrasil,2021-04-01,0.0,47252.36427206786,0.0,4692402.308072234,0.0,BANCADA-SP,BANCADA-SP
283,BANCADA-ES,53/2021,WifiBrasil,2021-04-01,0.0,6266.40914000254,0.0,622286.5916839351,0.0,BANCADA-ES,BANCADA-ES
284,BANCADA-ES,54/2021,WifiBrasil,2021-04-01,0.0,7158.6488878365335,0.0,710890.5783116459,0.0,BANCADA-ES,BANCADA-ES
285,BANCADA-PA,55/2021,WifiBrasil,2021-04-01,0.0,7639.288210239431,0.0,758620.5300407878,0.0,BANCADA-PA,BANCADA-PA
